Team,Year,Seed,Region,Bid type,Coach,Record,Eliminated,Round Reached
Penn,1993,14,East,Automatic Qualifier,Fran Dunphy,22-5,1,First Round
Penn,1987,16,East,Automatic Qualifier,Tom Schneider,13-14,1,First Round
Penn,1985,15,Midwest,Automatic Qualifier,Craig Littlepage,13-14,1,First Round
Penn State,2011,10,West,At Large,Ed DeChellis,19-15,1,First Round
Penn State,2001,7,South,At Large,Jerry Dunn,21-12,3,Sweet 16
Penn State,1996,5,East,At Large,Jerry Dunn,21-7,1,First Round
Penn State,1991,13,East,Automatic Qualifier,Bruce Parkhill,21-11,2,Second Round
Pepperdine,2002,10,Midwest,At Large,Paul Westphal,22-9,1,First Round
Pepperdine,2000,11,East,At Large,Jan van Breda Kolff,25-9,2,Second Round
Pepperdine,1994,14,Midwest,Automatic Qualifier,Tom Asbury,19-11,1,First Round
Pepperdine,1992,11,Midwest,Automatic Qualifier,Tom Asbury,24-7,1,First Round
Pepperdine,1991,14,West,Automatic Qualifier,Tom Asbury,22-9,1,First Round
Pepperdine,1986,12,West,Automatic Qualifier,Jim Harrick,25-5,1,First Round
Pepperdine,1985,14,Midwest,Automatic Qualifier,Jim Harrick,23-9,1,First Round
Pittsburgh,2016,10,East,At Large,Jamie Dixon,-,1,First Round
Pittsburgh,2014,9,South,At Large,Jamie Dixon,26-10,2,Second Round
Pittsburgh,2013,8,West,At Large,Jamie Dixon,24-9,1,First Round
Pittsburgh,2011,1,Southeast,At Large,Jamie Dixon,28-6,2,Second Round
Pittsburgh,2010,3,West,At Large,Jamie Dixon,25-9,2,Second Round
Pittsburgh,2009,1,East,At Large,Jamie Dixon,31-5,4,Elite Eight
Pittsburgh,2008,4,South,Automatic Qualifier,Jamie Dixon,27-10,2,Second Round
Pittsburgh,2007,3,West,At Large,Jamie Dixon,29-8,3,Sweet 16
Pittsburgh,2006,5,West,At Large,Jamie Dixon,25-8,2,Second Round
Pittsburgh,2005,9,West,At Large,Jamie Dixon,20-9,1,First Round
Pittsburgh,2004,3,East,At Large,Jamie Dixon,31-5,3,Sweet 16
Pittsburgh,2003,2,Midwest,Automatic Qualifier,Ben Howland,28-5,3,Sweet 16
Pittsburgh,2002,3,South,At Large,Ben Howland,29-6,3,Sweet 16
Pittsburgh,1993,9,Southeast,At Large,Paul Evans,17-11,1,First Round
Pittsburgh,1991,6,Southeast,At Large,Paul Evans,21-12,2,Second Round
Pittsburgh,1989,8,Midwest,At Large,Paul Evans,17-13,1,First Round
Pittsburgh,1988,2,Midwest,At Large,Paul Evans,24-7,2,Second Round
Pittsburgh,1987,3,West,At Large,Paul Evans,25-8,2,Second Round
Pittsburgh,1985,12,Midwest,At Large,Roy Chipman,17-12,1,First Round
Portland,1996,14,Midwest,Automatic Qualifier,Rob Chavez,19-11,1,First Round
Portland State,2009,13,East,Automatic Qualifier,Ken Bone,23-10,1,First Round
Portland State,2008,16,Midwest,Automatic Qualifier,Ken Bone,23-10,1,First Round
Prairie View,1998,16,Midwest,Automatic Qualifier,Elwood Plummer,13-17,1,First Round
Princeton,2017,12,West,Automatic Qualifier,Mitch Henderson,23-7,1,First Round
Princeton,2011,13,East,Automatic Qualifier,Sydney Johnson,25-7,1,First Round
Princeton,2004,14,South,Automatic Qualifier,John Thompson III,20-8,1,First Round
Princeton,2001,15,South,Automatic Qualifier,John Thompson III,16-11,1,First Round
Princeton,1998,5,East,Automatic Qualifier,Bill Carmody,27-2,2,Second Round
Princeton,1997,12,East,Automatic Qualifier,Bill Carmody,24-4,1,First Round
Princeton,1996,13,Southeast,Automatic Qualifier,Pete Carril,22-7,2,Second Round
Princeton,1992,11,East,Automatic Qualifier,Pete Carril,22-6,1,First Round
Princeton,1991,8,East,Automatic Qualifier,Pete Carril,24-3,1,First Round
Princeton,1990,13,Midwest,Automatic Qualifier,Pete Carril,20-7,1,First Round
Princeton,1989,16,East,Automatic Qualifier,Pete Carril,19-8,1,First Round
Providence,2017,11,East,At Large,Ed Cooley,20-14,1,First Round
Providence,2016,9,East,At Large,Ed Cooley,-,2,Second Round
Providence,2015,6,East,At Large,Ed Cooley,-,1,First Round
Providence,2014,11,East,Automatic Qualifier,Ed Cooley,23-12,1,First Round
Providence,2004,5,Midwest,At Large,Tim Welsh,20-9,1,First Round
Providence,2001,10,South,At Large,Tim Welsh,21-10,1,First Round
Providence,1997,10,Southeast,At Large,Pete Gillen,24-12,4,Elite Eight
Providence,1994,8,Southeast,Automatic Qualifier,Rick Barnes,20-10,1,First Round
Providence,1990,9,West,At Large,Rick Barnes,17-12,1,First Round
Providence,1989,12,Southeast,At Large,Rick Barnes,18-11,1,First Round
Providence,1987,6,Southeast,At Large,Rick Pitino,25-9,5,Final Four
Purdue,2017,4,Midwest,At Large,Matt Painter,27-8,3,Sweet 16
Purdue,2016,5,Midwest,At Large,Matt Painter,-,1,First Round
Purdue,2015,9,Midwest,At Large,Matt Painter,-,1,First Round
Purdue,2012,10,Midwest,At Large,Matt Painter,22-13,2,Second Round
Purdue,2011,3,Southwest,At Large,Matt Painter,26-8,2,Second Round
Purdue,2010,4,South,At Large,Matt Painter,29-6,3,Sweet 16
Purdue,2009,5,West,Automatic Qualifier,Matt Painter,27-10,3,Sweet 16
Purdue,2008,6,West,At Large,Matt Painter,25-9,2,Second Round
Purdue,2007,9,Midwest,At Large,Matt Painter,22-12,2,Second Round
Purdue,2003,9,South,At Large,Gene Keady,19-11,2,Second Round
Purdue,2000,6,West,At Large,Gene Keady,24-10,4,Elite Eight
Purdue,1999,10,East,At Large,Gene Keady,21-13,3,Sweet 16
Purdue,1998,2,Midwest,At Large,Gene Keady,28-8,3,Sweet 16
Purdue,1997,8,Southeast,At Large,Gene Keady,18-12,2,Second Round
Purdue,1996,1,West,Automatic Qualifier,Gene Keady,26-6,2,Second Round
Purdue,1995,3,Midwest,Automatic Qualifier,Gene Keady,25-7,2,Second Round
Purdue,1994,1,Southeast,Automatic Qualifier,Gene Keady,29-5,4,Elite Eight
Purdue,1993,9,East,At Large,Gene Keady,18-10,1,First Round
Purdue,1991,7,East,At Large,Gene Keady,17-12,1,First Round
Purdue,1990,2,Midwest,At Large,Gene Keady,22-8,2,Second Round
Purdue,1988,1,Midwest,Automatic Qualifier,Gene Keady,29-4,3,Sweet 16
Purdue,1987,3,East,At Large,Gene Keady,25-5,2,Second Round
Purdue,1986,6,Southeast,At Large,Gene Keady,22-10,1,First Round
Purdue,1985,6,Southeast,At Large,Gene Keady,20-9,1,First Round
Radford,2009,16,South,Automatic Qualifier,Brad Greenberg,21-12,1,First Round
Radford,1998,16,South,Automatic Qualifier,Ron Bradley,20-10,1,First Round
Rhode Island,2017,11,Midwest,Automatic Qualifier,Dan Hurley,25-10,2,Second Round
Rhode Island,1999,12,Midwest,Automatic Qualifier,Jim Harrick,20-13,1,First Round
Rhode Island,1998,8,Midwest,At Large,Jim Harrick,25-9,4,Elite Eight
Rhode Island,1997,9,Southeast,At Large,Al Skinner,20-10,1,First Round
Rhode Island,1993,8,East,At Large,Al Skinner,19-11,2,Second Round
Rhode Island,1988,11,East,At Large,Tom Penders,28-7,3,Sweet 16
Richmond,2011,12,Southwest,Automatic Qualifier,Chris Mooney,29-8,3,Sweet 16
Richmond,2010,7,South,At Large,Chris Mooney,26-9,1,First Round
Richmond,2004,11,East,At Large,Jerry Wainwright,20-13,1,First Round
Richmond,1998,14,East,Automatic Qualifier,John Beilein,23-8,2,Second Round
Richmond,1991,15,East,Automatic Qualifier,Dick Tarrant,22-10,2,Second Round
Richmond,1990,14,East,Automatic Qualifier,Dick Tarrant,22-10,1,First Round
Richmond,1988,13,East,Automatic Qualifier,Dick Tarrant,26-7,3,Sweet 16
Richmond,1986,11,East,At Large,Dick Tarrant,23-7,1,First Round
Rider,1994,15,East,Automatic Qualifier,Kevin Bannon,21-9,1,First Round
Rider,1993,16,Southeast,Automatic Qualifier,Kevin Bannon,19-11,1,First Round
Robert Morris,2015,16,South,Automatic Qualifier,Andrew Toole,-,1,First Round
Robert Morris,2010,15,South,Automatic Qualifier,Mike Rice,23-12,1,First Round
Robert Morris,2009,15,Midwest,Automatic Qualifier,Mike Rice,24-11,1,First Round
Robert Morris,1992,16,West,Automatic Qualifier,Jarrett Durham,19-12,1,First Round
Robert Morris,1990,15,East,Automatic Qualifier,Jarrett Durham,22-8,1,First Round
Robert Morris,1989,16,West,Automatic Qualifier,Jarrett Durham,21-9,1,First Round
Rutgers,1991,9,Southeast,At Large,Bob Wenzel,19-10,1,First Round
Rutgers,1989,13,East,Automatic Qualifier,Bob Wenzel,18-13,1,First Round
Sam Houston State,2010,14,South,Automatic Qualifier,Bob Marlin,25-8,1,First Round
Sam Houston State,2003,15,South,Automatic Qualifier,Bob Marlin,23-7,1,First Round
Samford,2000,13,Midwest,Automatic Qualifier,Jimmy Tillette,21-11,1,First Round
Samford,1999,14,South,Automatic Qualifier,Jimmy Tillette,24-6,1,First Round
San Diego,2008,13,West,Automatic Qualifier,Bill Grier,22-14,2,Second Round
San Diego,2003,13,West,Automatic Qualifier,Brad Holland,18-12,1,First Round
San Diego,1987,9,Midwest,At Large,Hank Egan,24-6,1,First Round
San Diego State,2015,8,South,At Large,Steve Fisher,-,2,Second Round
San Diego State,2014,4,West,At Large,Steve Fisher,31-5,3,Sweet 16
San Diego State,2013,7,South,At Large,Steve Fisher,23-11,2,Second Round
San Diego State,2012,6,Midwest,At Large,Steve Fisher,26-8,1,First Round
San Diego State,2011,2,West,Automatic Qualifier,Steve Fisher,34-3,3,Sweet 16
San Diego State,2010,11,Midwest,Automatic Qualifier,Steve Fisher,25-9,1,First Round
San Diego State,2006,11,West,Automatic Qualifier,Steve Fisher,24-9,1,First Round
San Diego State,2002,13,Midwest,Automatic Qualifier,Steve Fisher,21-12,1,First Round
San Diego State,1985,13,West,Automatic Qualifier,Smokey Gaines,23-8,1,First Round
San Francisco,1998,14,West,Automatic Qualifier,Phil Mathews,19-11,1,First Round
San Jose State,1996,16,Midwest,Automatic Qualifier,Stan Morrison,13-17,1,First Round
Santa Clara,1996,10,West,At Large,Dick Davey,20-9,2,Second Round
Santa Clara,1995,12,West,At Large,Dick Davey,21-7,1,First Round
Santa Clara,1993,15,West,Automatic Qualifier,Dick Davey,19-12,2,Second Round
Santa Clara,1987,15,West,Automatic Qualifier,Carroll Williams,18-14,1,First Round
Seton Hall,2017,9,South,At Large,Kevin Willard,21-12,1,First Round
Seton Hall,2016,6,Midwest,Automatic Qualifier,Kevin Willard,-,1,First Round
Seton Hall,2006,10,East,At Large,Louis Orr,18-12,1,First Round
Seton Hall,2004,8,South,At Large,Louis Orr,21-10,2,Second Round
Seton Hall,2000,10,East,At Large,Tommy Amaker,22-10,3,Sweet 16
Seton Hall,1994,10,Southeast,At Large,P.J. Carlesimo,17-13,1,First Round
Seton Hall,1993,2,Southeast,Automatic Qualifier,P.J. Carlesimo,28-7,2,Second Round
Seton Hall,1992,4,East,At Large,P.J. Carlesimo,23-9,3,Sweet 16
Seton Hall,1991,3,West,Automatic Qualifier,P.J. Carlesimo,25-9,4,Elite Eight
Seton Hall,1989,3,West,At Large,P.J. Carlesimo,31-7,6,National Championship
Seton Hall,1988,8,West,At Large,P.J. Carlesimo,22-13,2,Second Round
Siena,2010,13,South,Automatic Qualifier,Fran McCaffery,27-7,1,First Round
Siena,2009,9,Midwest,Automatic Qualifier,Fran McCaffery,27-8,2,Second Round
Siena,2008,13,Midwest,Automatic Qualifier,Fran McCaffery,23-11,2,Second Round
Siena,2002,16,East,Automatic Qualifier,Rob Lanier,17-19,1,First Round
Siena,1999,13,West,Automatic Qualifier,Paul Hewitt,25-6,1,First Round
Siena,1989,14,East,Automatic Qualifier,Mike Deane,25-5,2,Second Round
South Alabama,2008,10,East,At Large,Ronnie Arrow,26-7,1,First Round
South Alabama,2006,14,Midwest,Automatic Qualifier,John Pelphrey,24-7,1,First Round
South Alabama,1998,12,West,Automatic Qualifier,Bob Weltlich,21-7,1,First Round
South Alabama,1997,13,Southeast,Automatic Qualifier,Bill Musselman,23-7,1,First Round
South Alabama,1991,13,West,Automatic Qualifier,Ronnie Arrow,22-9,1,First Round
South Alabama,1989,11,Southeast,Automatic Qualifier,Ronnie Arrow,23-9,2,Second Round
South Carolina,2017,7,East,At Large,Frank Martin,26-11,5,Final Four
South Carolina,2004,10,East,At Large,Dave Odom,23-11,1,First Round
South Carolina,1998,3,East,At Large,Eddie Fogler,23-8,1,First Round
South Carolina,1997,2,East,At Large,Eddie Fogler,24-8,1,First Round
South Carolina,1989,12,East,At Large,George Felton,19-11,1,First Round
South Carolina State,2003,16,East,Automatic Qualifier,Cy Alexander,20-11,1,First Round
South Carolina State,2000,16,South,Automatic Qualifier,Cy Alexander,20-14,1,First Round
South Carolina State,1998,15,South,Automatic Qualifier,Cy Alexander,22-8,1,First Round
South Carolina State,1996,15,West,Automatic Qualifier,Cy Alexander,22-8,1,First Round
South Carolina State,1989,15,East,Automatic Qualifier,Cy Alexander,25-8,1,First Round
South Dakota State,2017,16,West,Automatic Qualifier,T.J. Otzelberger,18-17,1,First Round
South Dakota State,2016,12,South,Automatic Qualifier,Scott Nagy,-,1,First Round
South Dakota State,2013,13,South,Automatic Qualifier,Scott Nagy,25-10,1,First Round
South Dakota State,2012,14,South,Automatic Qualifier,Scott Nagy,27-8,1,First Round
South Florida,2012,12,Midwest,At Large,Stan Heath,22-14,2,Second Round
South Florida,1992,11,West,At Large,Bobby Paschal,19-10,1,First Round
South Florida,1990,15,West,Automatic Qualifier,Bobby Paschal,20-11,1,First Round
Southeast Missouri State,2000,13,West,Automatic Qualifier,Gary Garner,24-7,1,First Round
Southeastern Louisiana,2005,15,Midwest,Automatic Qualifier,Billy Kennedy,24-9,1,First Round
Southern,2016,16,West,Automatic Qualifier,Roman Banks,22-13,0,Play-In
Southern,2013,16,West,Automatic Qualifier,Roman Banks,23-10,1,First Round
Southern,2006,16,South,Automatic Qualifier,Rob Spivery,19-13,1,First Round
Southern,1993,13,West,Automatic Qualifier,Ben Jobe,21-10,2,Second Round
Southern,1989,15,Southeast,Automatic Qualifier,Ben Jobe,20-11,1,First Round
Southern,1988,15,Southeast,Automatic Qualifier,Ben Jobe,24-7,1,First Round
Southern,1987,15,Midwest,Automatic Qualifier,Ben Jobe,19-12,1,First Round
Southern,1985,16,West,Automatic Qualifier,Robert Hopkins,19-11,1,First Round
Southern California,2017,11,East,At Large,Andy Enfield,26-10,2,Second Round
Southern California,2016,8,East,At Large,Andy Enfield,-,1,First Round
Southern California,2011,11,Southwest,At Large,Kevin O'Neill,19-15,0,Play-In
Southern California,2009,10,Midwest,Automatic Qualifier,Tim Floyd,22-13,2,Second Round
Southern California,2008,6,Midwest,At Large,Tim Floyd,21-12,1,First Round
Southern California,2007,5,East,At Large,Tim Floyd,25-12,3,Sweet 16
Southern California,2002,4,South,At Large,Henry Bibby,22-10,1,First Round
Southern California,2001,6,East,At Large,Henry Bibby,24-10,4,Elite Eight
Southern California,1997,11,Southeast,At Large,Henry Bibby,17-11,1,First Round
Southern California,1992,2,Midwest,At Large,George Raveling,24-6,2,Second Round
Southern California,1991,10,Southeast,At Large,George Raveling,19-10,1,First Round
Southern California,1985,8,Midwest,At Large,Stan Morrison,19-10,1,First Round
Southern Illinois,2007,4,West,At Large,Chris Lowery,29-7,3,Sweet 16
Southern Illinois,2006,11,South,Automatic Qualifier,Chris Lowery,22-11,1,First Round
Southern Illinois,2005,7,Midwest,At Large,Chris Lowery,27-8,2,Second Round
Southern Illinois,2004,9,West,At Large,Matt Painter,25-5,1,First Round
Southern Illinois,2003,11,Midwest,At Large,Bruce Weber,24-7,1,First Round
Southern Illinois,2002,11,East,At Large,Bruce Weber,28-8,3,Sweet 16
Southern Illinois,1995,10,Midwest,Automatic Qualifier,Rich Herrin,23-9,1,First Round
Southern Illinois,1994,11,West,Automatic Qualifier,Rich Herrin,23-7,1,First Round
Southern Illinois,1993,14,Midwest,Automatic Qualifier,Rich Herrin,23-10,1,First Round
Southern Methodist,2017,6,East,Automatic Qualifier,Tim Jankovich,30-5,1,First Round
Southern Methodist,2015,6,South,Automatic Qualifier,Larry Brown,-,1,First Round
Southern Methodist,1993,10,Midwest,At Large,John Shumate,20-8,1,First Round
Southern Methodist,1988,7,East,Automatic Qualifier,Dave Bliss,28-7,2,Second Round
Southern Methodist,1985,5,East,At Large,Dave Bliss,23-10,2,Second Round
Southern Mississippi,2012,9,East,At Large,Larry Eustachy,25-9,1,First Round
Southern Mississippi,1991,11,East,At Large,M.K. Turk,21-8,1,First Round
Southern Mississippi,1990,13,East,At Large,M.K. Turk,20-12,1,First Round
Southern Utah,2001,14,East,Automatic Qualifier,Bill Evans,25-6,1,First Round
St. Bonaventure,2012,14,East,Automatic Qualifier,Mark Schmidt,20-12,1,First Round
St. Bonaventure,2000,12,Midwest,At Large,Jim Baron,21-10,1,First Round
St. Francis (Pa.),1991,15,West,Automatic Qualifier,Jim Baron,24-8,1,First Round
St. John's,2015,9,South,At Large,Steve Lavin,-,1,First Round
St. John's,2011,6,Southeast,At Large,Steve Lavin,21-12,1,First Round
St. John's,2002,9,East,At Large,Mike Jarvis,20-12,1,First Round
St. John's,2000,2,West,Automatic Qualifier,Mike Jarvis,25-8,2,Second Round
St. John's,1999,3,South,At Large,Mike Jarvis,28-9,4,Elite Eight
St. John's,1998,7,Midwest,At Large,Fran Fraschilla,22-10,1,First Round
St. John's,1993,5,East,At Large,Brian Mahoney,19-11,2,Second Round
St. John's,1992,7,Southeast,At Large,Lou Carnesecca,19-11,1,First Round
St. John's,1991,4,Midwest,At Large,Lou Carnesecca,23-9,4,Elite Eight
St. John's,1990,6,East,At Large,Lou Carnesecca,24-10,2,Second Round
St. John's,1988,11,West,At Large,Lou Carnesecca,17-12,1,First Round
St. John's,1987,6,Midwest,At Large,Lou Carnesecca,21-9,2,Second Round
St. John's,1986,1,West,Automatic Qualifier,Lou Carnesecca,31-5,2,Second Round
St. John's,1985,1,West,At Large,Lou Carnesecca,31-4,5,Final Four
St. Joseph's,2016,8,West,Automatic Qualifier,Phil Martelli,-,2,Second Round
St. Joseph's,2014,10,East,Automatic Qualifier,Phil Martelli,24-10,1,First Round
St. Joseph's,2008,11,East,At Large,Phil Martelli,21-13,1,First Round
St. Joseph's,2004,1,East,At Large,Phil Martelli,30-2,4,Elite Eight
St. Joseph's,2003,7,East,At Large,Phil Martelli,23-7,1,First Round
St. Joseph's,2001,9,West,At Large,Phil Martelli,26-7,2,Second Round
St. Joseph's,1997,4,West,Automatic Qualifier,Phil Martelli,26-7,3,Sweet 16
St. Joseph's,1986,6,East,Automatic Qualifier,Jim Boyle,26-6,2,Second Round
St. Louis,2014,5,Midwest,At Large,Jim Crews,27-7,2,Second Round
St. Louis,2013,4,Midwest,Automatic Qualifier,Jim Crews,28-7,2,Second Round
St. Louis,2012,9,West,At Large,Rick Majerus,26-8,2,Second Round
St. Louis,2000,9,Midwest,Automatic Qualifier,Lorenzo Romar,19-14,1,First Round
St. Louis,1998,10,South,At Large,Charlie Spoonhour,22-11,2,Second Round
St. Louis,1995,9,East,At Large,Charlie Spoonhour,23-8,2,Second Round
St. Louis,1994,7,Midwest,At Large,Charlie Spoonhour,23-6,1,First Round
St. Mary's (Cal.),2017,7,West,At Large,Randy Bennett,29-5,2,Second Round
St. Mary's (Cal.),2013,11,Midwest,At Large,Randy Bennett,28-7,1,First Round
St. Mary's (Cal.),2012,7,Midwest,Automatic Qualifier,Randy Bennett,27-6,1,First Round
St. Mary's (Cal.),2010,10,South,Automatic Qualifier,Randy Bennett,28-6,3,Sweet 16
St. Mary's (Cal.),2008,10,South,At Large,Randy Bennett,25-7,1,First Round
St. Mary's (Cal.),2005,10,Midwest,At Large,Randy Bennett,25-9,1,First Round
St. Mary's (Cal.),1997,14,West,Automatic Qualifier,Ernie Kent,23-8,1,First Round
St. Mary's (Cal.),1989,8,West,At Large,Lynn Nance,25-5,1,First Round
St. Peter's,2011,14,Southwest,Automatic Qualifier,Dunne John,20-14,1,First Round
St. Peter's,1995,15,East,Automatic Qualifier,Ted Fiore,19-11,1,First Round
St. Peter's,1991,12,Midwest,Automatic Qualifier,Ted Fiore,24-7,1,First Round
Stanford,2014,10,South,At Large,Johnny Dawkins,23-13,3,Sweet 16
Stanford,2008,3,South,At Large,Trent Johnson,28-8,3,Sweet 16
Stanford,2007,11,South,At Large,Trent Johnson,18-13,1,First Round
Stanford,2005,8,South,At Large,Trent Johnson,18-13,1,First Round
Stanford,2004,1,West,Automatic Qualifier,Mike Montgomery,30-2,2,Second Round
Stanford,2003,4,South,At Large,Mike Montgomery,24-9,2,Second Round
Stanford,2002,8,Midwest,At Large,Mike Montgomery,20-10,2,Second Round
Stanford,2001,1,West,Automatic Qualifier,Mike Montgomery,31-3,4,Elite Eight
Stanford,2000,1,South,At Large,Mike Montgomery,27-4,2,Second Round
Stanford,1999,2,West,Automatic Qualifier,Mike Montgomery,26-7,2,Second Round
Stanford,1998,3,Midwest,At Large,Mike Montgomery,30-5,5,Final Four
Stanford,1997,6,West,At Large,Mike Montgomery,22-8,3,Sweet 16
Stanford,1996,9,East,At Large,Mike Montgomery,20-9,2,Second Round
Stanford,1995,10,East,At Large,Mike Montgomery,20-9,2,Second Round
Stanford,1992,12,Southeast,At Large,Mike Montgomery,18-11,1,First Round
Stanford,1989,3,East,At Large,Mike Montgomery,26-7,1,First Round
Stephen F. Austin,2016,14,East,Automatic Qualifier,Brad Underwood,-,2,Second Round
Stephen F. Austin,2015,12,South,Automatic Qualifier,Brad Underwood,-,1,First Round
Stephen F. Austin,2014,12,South,Automatic Qualifier,Brad Underwood,32-13,2,Second Round
Stephen F. Austin,2009,14,South,Automatic Qualifier,Danny Kaspar,24-8,1,First Round
Stony Brook,2016,13,East,Automatic Qualifier,Steve Pickiell,-,1,First Round
Syracuse,2016,10,Midwest,At Large,Jim Boeheim,-,5,Final Four
Syracuse,2014,3,South,At Large,Jim Boeheim,28-6,2,Second Round
Syracuse,2013,4,East,At Large,Jim Boeheim,30-10,5,Final Four
Syracuse,2012,1,East,At Large,Jim Boeheim,34-3,4,Elite Eight
Syracuse,2011,3,East,At Large,Jim Boeheim,27-8,2,Second Round
Syracuse,2010,1,West,At Large,Jim Boeheim,30-5,3,Sweet 16
Syracuse,2009,3,South,At Large,Jim Boeheim,28-10,3,Sweet 16
Syracuse,2006,5,South,Automatic Qualifier,Jim Boeheim,23-12,1,First Round
Syracuse,2005,4,South,Automatic Qualifier,Jim Boeheim,27-7,1,First Round
Syracuse,2004,5,West,At Large,Jim Boeheim,23-8,3,Sweet 16
Syracuse,2003,3,East,At Large,Jim Boeheim,30-5,6,National Championship
Syracuse,2001,5,Midwest,At Large,Jim Boeheim,25-9,2,Second Round
Syracuse,2000,4,Midwest,At Large,Jim Boeheim,26-6,3,Sweet 16
Syracuse,1999,8,South,At Large,Jim Boeheim,21-12,1,First Round
Syracuse,1998,5,South,At Large,Jim Boeheim,26-9,3,Sweet 16
Syracuse,1996,4,West,At Large,Jim Boeheim,29-9,6,National Championship
Syracuse,1995,7,Midwest,At Large,Jim Boeheim,20-10,2,Second Round
Syracuse,1994,4,West,At Large,Jim Boeheim,22-8,3,Sweet 16
Syracuse,1992,6,East,Automatic Qualifier,Jim Boeheim,22-10,2,Second Round
Syracuse,1991,2,East,At Large,Jim Boeheim,26-6,1,First Round
Syracuse,1990,2,Southeast,At Large,Jim Boeheim,26-7,3,Sweet 16
Syracuse,1989,2,Midwest,At Large,Jim Boeheim,30-8,4,Elite Eight
Syracuse,1988,3,East,Automatic Qualifier,Jim Boeheim,26-9,2,Second Round
Syracuse,1987,2,East,At Large,Jim Boeheim,31-7,6,National Championship
Syracuse,1986,2,East,At Large,Jim Boeheim,26-6,2,Second Round
Syracuse,1985,7,East,At Large,Jim Boeheim,22-9,2,Second Round
TCU,1998,5,Midwest,At Large,Billy Tubbs,27-6,1,First Round
TCU,1987,4,East,At Large,Jim Killingsworth,24-7,2,Second Round
Temple,2016,10,South,At Large,Fran Dunphy,-,1,First Round
Temple,2013,9,East,At Large,Fran Dunphy,24-10,2,Second Round
Temple,2012,5,Midwest,At Large,Fran Dunphy,24-8,1,First Round
Temple,2011,7,West,At Large,Fran Dunphy,26-8,2,Second Round
Temple,2010,5,East,Automatic Qualifier,Fran Dunphy,29-6,1,First Round
Temple,2009,11,South,Automatic Qualifier,Fran Dunphy,22-12,1,First Round
Temple,2008,12,South,Automatic Qualifier,Fran Dunphy,21-13,1,First Round
Temple,2001,11,South,Automatic Qualifier,John Chaney,24-13,4,Elite Eight
Temple,2000,2,East,Automatic Qualifier,John Chaney,27-6,2,Second Round
Temple,1999,6,East,At Large,John Chaney,24-11,4,Elite Eight
Temple,1998,7,West,At Large,John Chaney,21-9,1,First Round
Temple,1997,9,Midwest,At Large,John Chaney,20-11,2,Second Round
Temple,1996,7,Southeast,At Large,John Chaney,20-13,2,Second Round
Temple,1995,10,West,At Large,John Chaney,19-11,1,First Round
Temple,1994,4,East,At Large,John Chaney,23-8,2,Second Round
Temple,1993,7,West,At Large,John Chaney,20-13,4,Elite Eight
Temple,1992,11,Southeast,At Large,John Chaney,17-13,1,First Round
Temple,1991,10,East,At Large,John Chaney,24-10,4,Elite Eight
Temple,1990,11,East,Automatic Qualifier,John Chaney,20-11,1,First Round
Temple,1988,1,East,Automatic Qualifier,John Chaney,32-2,4,Elite Eight
Temple,1987,2,Midwest,Automatic Qualifier,John Chaney,32-4,2,Second Round
Temple,1986,9,Midwest,At Large,John Chaney,25-6,2,Second Round
Temple,1985,8,East,Automatic Qualifier,John Chaney,25-6,2,Second Round
Tennessee,2014,11,Midwest,At Large,Cuonzo Martin,24-13,3,Sweet 16
Tennessee,2011,9,West,At Large,Bruce Pearl,19-15,1,First Round
Tennessee,2010,6,Midwest,At Large,Bruce Pearl,28-9,4,Elite Eight
Tennessee,2009,9,East,At Large,Bruce Pearl,21-13,1,First Round
Tennessee,2008,2,East,At Large,Bruce Pearl,31-5,3,Sweet 16
Tennessee,2007,5,South,At Large,Bruce Pearl,24-11,3,Sweet 16
Tennessee,2006,2,East,At Large,Bruce Pearl,22-8,2,Second Round
Tennessee,2001,8,Midwest,At Large,Jerry Green,22-11,1,First Round
Tennessee,2000,4,South,At Large,Jerry Green,26-7,3,Sweet 16
Tennessee,1999,4,East,At Large,Jerry Green,21-9,2,Second Round
Tennessee,1998,8,West,At Large,Jerry Green,20-9,1,First Round
Tennessee,1989,10,East,At Large,Don DeVoe,19-11,1,First Round
Tennessee State,1994,14,Southeast,Automatic Qualifier,Frankie Allen,19-12,1,First Round
Tennessee State,1993,15,Southeast,Automatic Qualifier,Frankie Allen,19-10,1,First Round
Texas,2016,6,West,At Large,Shaka Smart,-,1,First Round
Texas,2015,11,Midwest,At Large,Rick Barnes,-,1,First Round
Texas,2014,7,Midwest,At Large,Rick Barnes,24-11,2,Second Round
Texas,2012,11,East,At Large,Rick Barnes,20-14,1,First Round
Texas,2011,4,West,At Large,Rick Barnes,28-8,2,Second Round
Texas,2010,8,East,At Large,Rick Barnes,24-10,1,First Round
Texas,2009,7,East,At Large,Rick Barnes,23-12,2,Second Round
Texas,2008,2,South,At Large,Rick Barnes,31-7,4,Elite Eight
Texas,2007,4,East,At Large,Rick Barnes,25-10,2,Second Round
Texas,2006,2,South,At Large,Rick Barnes,30-6,4,Elite Eight
Texas,2005,8,Midwest,At Large,Rick Barnes,20-11,1,First Round
Texas,2004,3,South,At Large,Rick Barnes,25-8,3,Sweet 16
Texas,2003,1,South,At Large,Rick Barnes,26-7,5,Final Four
Texas,2002,6,Midwest,At Large,Rick Barnes,22-12,3,Sweet 16
Texas,2001,6,South,At Large,Rick Barnes,25-9,1,First Round
